QTPy channel,Samples averaged,ADC code,QTPy identifier
AI4,500,59553.6,48ca43576cdc
AI5,500,59550.5,48ca43576cdc
AI6,500,59567.9,48ca43576cdc
AI7,500,59876.0,48ca43576cdc
AI0,1000,59876.1,48ca43576cdc
AI1,1000,59877.0,48ca43576cdc
AI2,1000,59556.5,48ca43576cdc
AI3,1000,59571.8,48ca43576cdc
AI4,1000,59566.2,48ca43576cdc
AI5,1000,59566.6,48ca43576cdc
AI6,1000,59555.5,48ca43576cdc
AI7,1000,59881.8,48ca43576cdc
AI0,2000,59877.1,48ca43576cdc
AI1,2000,59888.1,48ca43576cdc
AI2,2000,59556.2,48ca43576cdc
AI3,2000,59562.1,48ca43576cdc
AI4,2000,59562.5,48ca43576cdc
AI5,2000,59576.0,48ca43576cdc
AI6,2000,59571.3,48ca43576cdc
AI7,2000,59879.5,48ca43576cdc
AI0,1,59895.0,48ca43576cdc
AI1,1,59895.0,48ca43576cdc
AI2,1,59736.0,48ca43576cdc
AI3,1,59736.0,48ca43576cdc
AI4,1,59438.0,48ca43576cdc
AI5,1,59597.0,48ca43576cdc
AI6,1,59199.0,48ca43576cdc
AI7,1,59815.0,48ca43576cdc
AI0,10,59823.0,48ca43576cdc
AI1,10,59874.7,48ca43576cdc
AI2,10,59537.1,48ca43576cdc
AI3,10,59695.8,48ca43576cdc
AI4,10,59662.2,48ca43576cdc
AI5,10,59711.9,48ca43576cdc
AI6,10,59622.3,48ca43576cdc
AI7,10,59928.3,48ca43576cdc
AI0,20,59890.4,48ca43576cdc
AI1,20,59919.3,48ca43576cdc
AI2,20,59561.8,48ca43576cdc
AI3,20,59624.4,48ca43576cdc
AI4,20,59571.8,48ca43576cdc
AI5,20,59593.4,48ca43576cdc
AI6,20,59459.5,48ca43576cdc
AI7,20,59912.3,48ca43576cdc
AI0,50,59890.7,48ca43576cdc
AI1,50,59906.1,48ca43576cdc
AI2,50,59559.2,48ca43576cdc
AI3,50,59570.4,48ca43576cdc
AI4,50,59579.8,48ca43576cdc
AI5,50,59646.6,48ca43576cdc
AI6,50,59530.6,48ca43576cdc
AI7,50,59910.9,48ca43576cdc
AI0,100,59870.1,48ca43576cdc
AI1,100,59899.9,48ca43576cdc
AI2,100,59583.1,48ca43576cdc
AI3,100,59574.5,48ca43576cdc
AI4,100,59580.5,48ca43576cdc
AI5,100,59531.8,48ca43576cdc
AI6,100,59605.8,48ca43576cdc
AI7,100,59903.3,48ca43576cdc
AI0,200,59882.5,48ca43576cdc
AI1,200,59874.7,48ca43576cdc
AI2,200,59597.4,48ca43576cdc
AI3,200,59592.1,48ca43576cdc
AI4,200,59563.0,48ca43576cdc
AI5,200,59562.5,48ca43576cdc
AI6,200,59557.9,48ca43576cdc
AI7,200,59887.7,48ca43576cdc
AI0,500,59877.0,48ca43576cdc
AI1,500,59890.5,48ca43576cdc
AI2,500,59570.3,48ca43576cdc
AI3,500,59579.9,48ca43576cdc
AI4,500,59556.1,48ca43576cdc
AI5,500,59568.3,48ca43576cdc
AI6,500,59553.0,48ca43576cdc
AI7,500,59873.5,48ca43576cdc
AI0,1000,59882.2,48ca43576cdc
AI1,1000,59876.1,48ca43576cdc
AI2,1000,59562.0,48ca43576cdc
AI3,1000,59584.0,48ca43576cdc
AI4,1000,59570.4,48ca43576cdc
AI5,1000,59558.4,48ca43576cdc
AI6,1000,59562.8,48ca43576cdc
AI7,1000,59882.3,48ca43576cdc
AI0,2000,59890.8,48ca43576cdc
AI1,2000,59887.4,48ca43576cdc
AI2,2000,59569.6,48ca43576cdc
AI3,2000,59580.9,48ca43576cdc
AI4,2000,59558.5,48ca43576cdc
AI5,2000,59559.9,48ca43576cdc
AI6,2000,59569.7,48ca43576cdc
AI7,2000,59883.4,48ca43576cdc
AI0,1,59756.0,48ca43576cdc
AI1,1,60192.0,48ca43576cdc
AI2,1,59577.0,48ca43576cdc
AI3,1,59577.0,48ca43576cdc
AI4,1,59577.0,48ca43576cdc
AI5,1,59914.0,48ca43576cdc
AI6,1,59656.0,48ca43576cdc
AI7,1,59815.0,48ca43576cdc
AI0,10,59910.5,48ca43576cdc
AI1,10,59886.7,48ca43576cdc
AI2,10,59477.6,48ca43576cdc
AI3,10,59652.2,48ca43576cdc
AI4,10,59630.3,48ca43576cdc
AI5,10,59467.5,48ca43576cdc
AI6,10,59646.2,48ca43576cdc
AI7,10,59908.3,48ca43576cdc
AI0,20,59858.6,48ca43576cdc
AI1,20,59911.4,48ca43576cdc
AI2,20,59592.6,48ca43576cdc
AI3,20,59569.8,48ca43576cdc
AI4,20,59591.6,48ca43576cdc
AI5,20,59617.5,48ca43576cdc
AI6,20,59605.5,48ca43576cdc
AI7,20,59835.9,48ca43576cdc
AI0,50,59869.5,48ca43576cdc
