QTPy channel,Samples averaged,ADC code,QTPy identifier
AI7,1000,2935.6,48ca43576cdc
AI0,2000,2935.18,48ca43576cdc
AI1,2000,2933.38,48ca43576cdc
AI2,2000,2559.48,48ca43576cdc
AI3,2000,2570.04,48ca43576cdc
AI4,2000,2574.89,48ca43576cdc
AI5,2000,2574.93,48ca43576cdc
AI6,2000,2581.23,48ca43576cdc
AI7,2000,2932.58,48ca43576cdc
AI0,1,3157.0,48ca43576cdc
AI1,1,2819.0,48ca43576cdc
AI2,1,2581.0,48ca43576cdc
AI3,1,2561.0,48ca43576cdc
AI4,1,2680.0,48ca43576cdc
AI5,1,2641.0,48ca43576cdc
AI6,1,2581.0,48ca43576cdc
AI7,1,2780.0,48ca43576cdc
AI0,10,2924.8,48ca43576cdc
AI1,10,2938.8,48ca43576cdc
AI2,10,2549.4,48ca43576cdc
AI3,10,2696.3,48ca43576cdc
AI4,10,2442.0,48ca43576cdc
AI5,10,2620.9,48ca43576cdc
AI6,10,2535.5,48ca43576cdc
AI7,10,2944.8,48ca43576cdc
AI0,20,2953.6,48ca43576cdc
AI1,20,2958.65,48ca43576cdc
AI2,20,2595.0,48ca43576cdc
AI3,20,2516.6,48ca43576cdc
AI4,20,2583.2,48ca43576cdc
AI5,20,2567.2,48ca43576cdc
AI6,20,2534.6,48ca43576cdc
AI7,20,2935.7,48ca43576cdc
AI0,50,2925.24,48ca43576cdc
AI1,50,2922.76,48ca43576cdc
AI2,50,2577.58,48ca43576cdc
AI3,50,2528.72,48ca43576cdc
AI4,50,2522.8,48ca43576cdc
AI5,50,2601.82,48ca43576cdc
AI6,50,2579.54,48ca43576cdc
AI7,50,2959.44,48ca43576cdc
AI0,100,2924.61,48ca43576cdc
AI1,100,2918.86,48ca43576cdc
AI2,100,2549.6,48ca43576cdc
AI3,100,2571.0,48ca43576cdc
AI4,100,2582.56,48ca43576cdc
AI5,100,2580.94,48ca43576cdc
AI6,100,2582.98,48ca43576cdc
AI7,100,2927.42,48ca43576cdc
AI0,200,2937.97,48ca43576cdc
AI1,200,2932.36,48ca43576cdc
AI2,200,2551.73,48ca43576cdc
AI3,200,2576.28,48ca43576cdc
AI4,200,2566.63,48ca43576cdc
AI5,200,2591.57,48ca43576cdc
AI6,200,2603.98,48ca43576cdc
